Rank,ADP,Name,POS,AB,Z_R,Z_HR,Z_RBI,Z_SB,Z_BB,Z_AVG,Z_SLG,IP,Z_K,Z_QS,Z_W,Z_SV,Z_HLD,Z_ERA,Z_WHIP,$
1,1.4,Shohei Ohtani,DH,564.0,2.699,3.264,2.123,2.061,2.628,1.506,3.715,,,,,,,,,22.11
2,2.3,Aaron Judge,OF,510.0,2.245,3.026,2.086,0.207,3.447,1.807,3.715,,,,,,,,,20.31
3,4.6,Juan Soto,OF,519.0,2.099,2.3,1.761,1.733,3.905,1.256,2.6,,,,,,,,,19.23
4,6.2,Bobby Witt Jr.,SS,591.0,1.837,1.66,1.626,3.209,0.704,2.408,2.381,,,,,,,,,16.98
5,10.1,Ronald Acuna Jr.,OF,520.0,1.915,1.552,1.162,2.137,2.183,2.007,1.9,,,,,,,,,15.79
6,16.7,Vladimir Guerrero Jr.,1B,547.0,1.727,1.931,1.9,-0.285,1.799,2.508,2.578,,,,,,,,,14.94
7,6.6,Jose Ramirez,3B,556.0,1.329,1.574,1.655,3.007,1.188,1.456,1.944,,,,,,,,,14.93
8,33.6,Elly De La Cruz,SS,561.0,1.29,1.194,1.48,4.117,1.398,0.906,1.441,,,,,,,,,14.53
9,12.1,Kyle Tucker,OF,510.0,1.595,1.66,1.564,1.619,2.126,1.156,2.009,,,,,,,,,14.41
10,24.3,Gunnar Henderson,SS,567.0,1.826,1.498,1.491,1.998,1.568,1.406,1.834,,,,,,,,,14.28
11,14.8,Fernando Tatis Jr.,OF,531.0,1.762,1.726,1.191,1.973,1.48,1.406,1.965,,,,,,,,,14.13
12,35.5,Yordan Alvarez,DH,455.0,1.318,1.704,1.418,-0.399,1.546,2.658,2.972,,,,,,,,,13.78
13,59.4,Nick Kurtz,1B,530.0,1.769,2.658,1.907,-0.298,1.851,0.555,2.556,,,,,,,,,13.51
14,23.6,Julio Rodriguez,OF,577.0,1.411,1.812,1.662,2.061,0.599,1.406,1.769,,,,,,,,,13.17
15,17.2,Corbin Carroll,OF,508.0,1.297,1.26,1.235,3.019,1.319,0.655,1.703,,,,,,,,,12.89
16,39.3,Mason Miller,RP,,,,,,,,,64.8,2.289,0.0,1.324,2.22,-1.178,-0.706,-0.727,12.44
17,21.5,Kyle Schwarber,DH,530.0,1.83,2.842,1.688,-0.071,2.75,-0.746,1.834,,,,,,,,,12.44
18,6.3,Tarik Skubal,SP,,,,,,,,,175.6,1.841,1.558,1.259,0.0,0.0,-0.688,-0.712,12.38
19,19.2,Junior Caminero,3B,568.0,1.35,2.614,2.024,-0.146,0.416,1.106,2.337,,,,,,,,,11.92
20,72.5,Bryce Harper,1B,513.0,1.361,1.444,1.399,0.295,1.856,1.406,1.747,,,,,,,,,11.68
21,91.7,James Wood,OF,547.0,1.521,1.53,1.195,1.254,1.947,0.605,1.375,,,,,,,,,11.58
22,5.1,Paul Skenes,SP,,,,,,,,,172.5,1.7,1.463,1.066,0.0,0.0,-0.652,-0.611,11.22
23,15.9,Ketel Marte,2B,550.0,1.677,1.411,1.224,-0.108,1.607,1.657,1.55,,,,,,,,,11.08
24,41.5,Jackson Chourio,OF,583.0,1.439,1.314,1.125,2.074,0.312,1.206,1.266,,,,,,,,,10.73
25,97.7,Wyatt Langford,OF,524.0,1.368,1.162,1.049,1.72,1.773,0.455,0.894,,,,,,,,,10.35
26,78.2,Trea Turner,SS,579.0,1.467,0.577,0.855,2.578,0.36,1.757,0.763,,,,,,,,,10.27
27,79.8,Freddie Freeman,1B,531.0,1.34,0.989,1.491,-0.033,1.358,1.707,1.506,,,,,,,,,10.27
28,45.8,Edwin Diaz,RP,,,,,,,,,64.8,1.604,0.0,1.324,2.22,-1.178,-0.422,-0.511,10.02
29,41.6,Mookie Betts,SS,521.0,1.432,0.989,1.323,0.131,1.363,1.406,1.506,,,,,,,,,10.01
30,13.1,Cal Raleigh,C,512.0,1.396,2.408,1.465,0.093,1.812,-0.796,1.747,,,,,,,,,9.98
31,45.9,Brent Rooker,OF,548.0,1.364,1.834,1.768,-0.197,1.127,0.505,1.637,,,,,,,,,9.88
32,58.7,Matt Olson,1B,547.0,1.503,1.769,1.571,-0.764,1.873,0.555,1.462,,,,,,,,,9.79
33,9.8,Garrett Crochet,SP,,,,,,,,,163.5,1.548,1.226,0.834,0.0,0.0,-0.557,-0.56,9.65
34,110.5,Corey Seager,SS,467.0,1.095,1.411,1.224,-0.55,1.114,1.506,2.053,,,,,,,,,9.65
35,28.0,Francisco Lindor,SS,529.0,1.471,1.14,0.906,1.771,0.896,0.655,0.938,,,,,,,,,9.55
36,53.1,Pete Crow-Armstrong,OF,560.0,0.885,1.194,1.345,3.247,0.037,0.305,0.697,,,,,,,,,9.47
37,55.3,Pete Alonso,1B,542.0,1.34,2.127,1.867,-0.563,1.105,0.255,1.55,,,,,,,,,9.44
38,167.1,Zach Neto,SS,527.0,1.222,1.325,0.91,2.427,0.342,0.305,1.025,,,,,,,,,9.28
39,54.1,Jazz Chisholm Jr.,2B/3B,504.0,0.921,1.433,1.206,2.679,0.892,-0.346,0.763,,,,,,,,,9.27
40,89.4,Jazz Chisholm Jr.,2B/3B,504.0,0.921,1.433,1.206,2.679,0.892,-0.346,0.763,,,,,,,,,9.27
41,26.4,Manny Machado,3B,567.0,1.183,1.487,1.615,0.245,0.774,1.056,1.178,,,,,,,,,9.26
42,100.5,Maikel Garcia,3B,559.0,1.102,0.078,0.844,2.452,0.883,1.607,0.26,,,,,,,,,8.88
43,90.7,Vinnie Pasquantino,1B,556.0,1.251,1.552,1.681,-0.689,0.961,1.056,1.375,,,,,,,,,8.83
44,24.7,Logan Webb,SP,,,,,,,,,184.8,0.888,1.416,1.491,0.0,0.0,-0.405,-0.105,8.79
45,76.7,George Springer,OF,518.0,1.318,1.227,1.016,0.699,1.158,0.655,0.981,,,,,,,,,8.67
46,22.9,Cristopher Sanchez,SP,,,,,,,,,175.6,0.803,1.344,1.375,0.0,0.0,-0.457,-0.232,8.6
47,159.6,CJ Abrams,SS,560.0,1.233,0.728,0.756,2.969,0.298,0.405,0.5,,,,,,,,,8.46
48,122.2,Byron Buxton,OF,491.0,1.169,1.574,0.954,1.128,0.434,0.005,1.594,,,,,,,,,8.43
49,196.5,Griffin Jax,RP,,,,,,,,,64.8,1.284,0.0,0.855,0.486,0.761,-0.387,-0.322,8.37
50,44.7,Framber Valdez,SP,,,,,,,,,184.8,0.863,1.368,1.452,0.0,0.0,-0.336,-0.08,8.37
51,204.4,Bryan Abreu,RP,,,,,,,,,64.8,1.422,0.0,0.972,-0.381,1.609,-0.26,-0.187,8.31
52,109.1,Eugenio Suarez,3B,546.0,1.162,2.332,1.838,-0.499,0.831,-0.496,1.572,,,,,,,,,8.28
53,87.8,Rafael Devers,1B,544.0,1.45,1.628,1.195,-0.613,2.017,0.005,1.003,,,,,,,,,8.21
54,248.6,Jeremiah Estrada,RP,,,,,,,,,64.8,1.437,0.0,0.855,-0.67,1.852,-0.275,-0.214,8.1
55,62.1,Cade Smith,RP,,,,,,,,,64.8,1.279,0.0,0.855,2.22,-1.178,-0.376,-0.403,8.08
56,97.8,Josh Naylor,1B,513.0,0.8,0.956,1.257,0.989,0.639,0.856,1.047,,,,,,,,,8.04
57,27.7,Bryan Woo,SP,,,,,,,,,175.6,1.059,0.942,1.375,0.0,0.0,-0.168,-0.383,8.02
58,59.0,Roman Anthony,OF,514.0,1.23,0.544,0.844,0.358,1.991,0.856,0.61,,,,,,,,,7.9
59,32.4,Hunter Brown,SP,,,,,,,,,172.5,1.297,1.036,1.143,0.0,0.0,-0.226,-0.156,7.88
60,48.8,Cody Bellinger,OF,525.0,1.073,1.119,1.352,0.333,0.66,0.806,1.069,,,,,,,,,7.88
61,61.6,Andres Munoz,RP,,,,,,,,,64.8,1.333,0.0,0.855,2.22,-1.178,-0.366,-0.241,7.84
62,172.4,Yandy Diaz,1B,532.0,1.265,0.739,0.833,-0.512,1.097,1.957,0.981,,,,,,,,,7.81
63,52.0,Jesus Luzardo,SP,,,,,,,,,172.5,1.232,1.06,1.143,0.0,0.0,-0.231,-0.156,7.81
64,69.4,Geraldo Perdomo,SS,517.0,1.283,0.013,0.482,1.619,1.76,1.256,-0.068,,,,,,,,,7.8
65,72.6,Jackson Merrill,OF,558.0,1.215,1.054,1.231,-0.008,0.351,1.156,1.288,,,,,,,,,7.72
66,104.1,Devin Williams,RP,,,,,,,,,64.8,1.289,0.0,0.972,2.22,-1.178,-0.331,-0.133,7.7
67,125.5,Tyler Soderstrom,1B/OF,501.0,0.999,1.357,1.374,-0.159,0.687,0.555,1.288,,,,,,,,,7.5
68,60.2,Jose Altuve,2B/OF,546.0,1.169,0.848,1.034,0.724,0.778,1.006,0.522,,,,,,,,,7.47
69,256.5,Alex Vesia,RP,,,,,,,,,64.8,1.146,0.0,0.972,-0.67,1.852,-0.107,-0.241,7.45
70,259.3,Matt Brash,RP,,,,,,,,,64.8,1.107,0.0,0.855,-0.67,1.973,-0.29,-0.079,7.42
71,54.9,Jarren Duran,OF,542.0,1.226,0.295,0.723,1.846,0.674,0.655,0.61,,,,,,,,,7.41
72,155.5,Michael Harris II,OF,494.0,0.725,0.793,0.965,1.203,-0.426,1.506,1.222,,,,,,,,,7.36
73,80.2,Steven Kwan,OF,572.0,1.407,-0.106,0.46,1.43,1.227,1.607,-0.047,,,,,,,,,7.34
74,14.9,Yoshinobu Yamamoto,SP,,,,,,,,,160.6,0.81,0.894,1.259,0.0,0.0,-0.368,-0.257,7.33
75,105.1,Seiya Suzuki,OF,517.0,1.034,1.119,1.198,-0.008,1.271,0.405,0.916,,,,,,,,,7.29
76,59.2,George Kirby,SP,,,,,,,,,172.5,0.879,0.918,1.259,0.0,0.0,-0.215,-0.282,7.26
77,157.9,Oneil Cruz,OF,455.0,0.651,0.869,0.672,2.54,0.97,-0.396,0.588,,,,,,,,,7.24
78,162.8,Jacob Wilson,SS,540.0,1.084,0.132,0.979,-0.134,0.085,2.758,0.959,,,,,,,,,7.2
79,36.2,William Contreras,C,494.0,0.91,0.663,0.899,-0.134,1.498,1.206,0.741,,,,,,,,,7.1
80,23.3,Logan Gilbert,SP,,,,,,,,,160.6,1.043,0.728,0.95,0.0,0.0,-0.278,-0.459,7.06
81,121.7,Riley Greene,OF,542.0,0.963,1.335,1.399,-0.462,0.948,0.706,0.85,,,,,,,,,7.05
82,39.4,Freddy Peralta,SP,,,,,,,,,169.4,1.227,0.776,1.182,0.0,0.0,-0.131,-0.131,7.04
83,116.1,Bo Bichette,SS,550.0,1.073,0.544,1.107,-0.197,0.264,2.057,0.785,,,,,,,,,6.92
84,217.2,Robert Suarez,RP,,,,,,,,,64.8,0.708,0.0,0.855,0.294,1.124,-0.113,-0.268,6.87
85,74.3,Brice Turang,2B,555.0,1.031,0.143,0.511,2.477,1.092,0.756,-0.418,,,,,,,,,6.87
86,38.0,Chris Sale,SP,,,,,,,,,148.5,1.101,0.681,0.68,0.0,0.0,-0.452,-0.434,6.84
87,31.3,Max Fried,SP,,,,,,,,,166.4,0.561,1.013,1.22,0.0,0.0,-0.363,-0.156,6.77
88,74.2,Austin Riley,3B,530.0,0.999,1.314,1.396,-0.575,0.547,0.756,1.047,,,,,,,,,6.74
89,155.7,Teoscar Hernandez,OF,497.0,0.85,1.325,1.312,-0.172,0.146,0.605,1.419,,,,,,,,,6.74
90,105.2,Luis Castillo,SP,,,,,,,,,178.6,0.893,0.847,1.452,0.0,0.0,-0.021,-0.055,6.68
91,101.1,Christian Yelich,DH,489.0,0.676,0.62,0.888,1.001,1.267,0.706,0.238,,,,,,,,,6.63
92,258.9,Tanner Scott,RP,,,,,,,,,64.8,0.929,0.0,1.089,-0.188,1.124,-0.219,-0.052,6.59
93,68.8,Jhoan Duran,RP,,,,,,,,,58.3,0.619,0.0,0.738,2.22,-1.178,-0.483,-0.322,6.55
94,123.9,Brandon Nimmo,OF,517.0,1.112,0.837,0.891,0.257,1.07,0.555,0.588,,,,,,,,,6.52
95,164.2,Jeremy Pena,SS,534.0,1.088,0.49,0.738,1.065,0.072,1.356,0.478,,,,,,,,,6.5
96,251.0,Garrett Whitlock,RP,,,,,,,,,64.8,0.713,0.0,0.855,-0.67,1.852,-0.138,-0.268,6.45
97,49.0,Jacob deGrom,SP,,,,,,,,,154.0,1.05,0.657,0.603,0.0,0.0,-0.289,-0.56,6.45
98,170.6,Trevor Megill,RP,,,,,,,,,64.8,1.181,0.0,0.738,0.775,0.034,-0.143,-0.268,6.41
99,159.2,Andy Pages,OF,495.0,0.85,1.064,1.162,0.358,-0.029,0.555,1.178,,,,,,,,,6.31
100,189.9,Jo Adell,OF,490.0,0.743,1.823,1.323,0.182,0.198,-0.446,1.288,,,,,,,,,6.28
101,36.1,Alex Bregman,3B,528.0,1.141,0.891,1.045,-0.55,1.337,0.655,0.544,,,,,,,,,6.22
102,256.4,Will Vest,RP,,,,,,,,,64.8,0.481,0.0,0.738,-0.188,1.609,-0.27,-0.133,6.22
103,50.6,Joe Ryan,SP,,,,,,,,,163.5,1.041,0.705,0.719,0.0,0.0,-0.142,-0.434,6.21
104,85.1,Shea Langeliers,C,443.0,0.796,1.4,1.078,-0.247,0.172,0.155,1.637,,,,,,,,,6.13
105,257.1,Ivan Herrera,DH,462.0,0.814,0.49,0.61,0.106,1.027,1.256,0.675,,,,,,,,,6.12
106,93.7,Spencer Strider,SP,,,,,,,,,160.6,1.237,0.61,0.873,0.0,0.0,-0.1,-0.156,6.08
107,224.5,Abner Uribe,RP,,,,,,,,,64.8,1.077,0.0,0.855,0.775,0.034,-0.28,0.056,6.06
108,52.9,Cole Ragans,SP,,,,,,,,,148.5,1.112,0.728,0.371,0.0,0.0,-0.431,-0.308,6.03
109,62.5,Ben Rice,C/1B,438.0,0.86,1.26,0.95,-0.373,0.796,-0.045,1.441,,,,,,,,,6.01
110,192.1,Michael Busch,1B,487.0,1.116,1.227,0.87,-0.436,1.101,0.055,0.938,,,,,,,,,5.98
111,75.8,Kevin Gausman,SP,,,,,,,,,172.5,0.886,0.776,1.143,0.0,0.0,-0.005,-0.105,5.95
112,236.9,Lawrence Butler,OF,483.0,0.882,0.837,0.738,1.355,0.626,-0.095,0.456,,,,,,,,,5.9
113,67.6,Dylan Cease,SP,,,,,,,,,154.8,1.193,0.633,0.641,0.0,0.0,-0.252,-0.131,5.82
114,165.9,Alec Burleson,1B/OF,488.0,0.672,0.685,0.932,-0.184,0.216,1.456,0.916,,,,,,,,,5.77
115,242.8,Sal Stewart,1B,421.0,0.448,0.468,0.621,0.018,0.303,1.406,1.331,,,,,,,,,5.65
116,147.7,Luke Keaschall,2B,468.0,0.647,-0.193,0.391,1.922,0.87,1.056,-0.112,,,,,,,,,5.63
117,114.1,Randy Arozarena,OF,513.0,0.828,0.75,0.859,1.657,1.18,-0.646,-0.047,,,,,,,,,5.63
118,137.9,Ian Happ,OF,517.0,1.027,0.761,0.877,0.043,1.825,-0.145,0.107,,,,,,,,,5.52
119,69.4,Nick Pivetta,SP,,,,,,,,,163.5,1.071,0.562,0.757,0.0,0.0,-0.047,-0.257,5.5
120,183.9,Ryan Helsley,RP,,,,,,,,,64.8,0.979,0.0,0.855,1.739,-1.178,-0.184,-0.106,5.49
121,115.8,Drake Baldwin,C,476.0,0.811,0.728,0.921,-0.726,0.743,1.156,0.828,,,,,,,,,5.48
122,136.1,Gleyber Torres,2B,552.0,1.23,0.479,0.716,-0.272,1.681,0.655,-0.068,,,,,,,,,5.43
123,257.5,Luke Weaver,RP,,,,,,,,,64.8,0.624,0.0,0.738,-0.381,1.367,-0.026,-0.268,5.4
124,249.3,Marcell Ozuna,DH,501.0,0.857,1.162,1.085,-0.802,1.642,-0.045,0.478,,,,,,,,,5.38
125,156.0,Willy Adames,SS,546.0,0.995,1.097,1.045,0.472,1.537,-0.696,-0.068,,,,,,,,,5.38
126,146.0,Hunter Goodman,C,459.0,0.64,1.325,1.103,-0.55,-0.138,0.455,1.506,,,,,,,,,5.33
127,158.0,Michael King,SP,,,,,,,,,166.3,0.902,0.728,0.757,0.0,0.0,-0.142,-0.055,5.28
128,209.0,Daniel Palencia,RP,,,,,,,,,64.8,0.801,0.0,0.738,1.739,-0.815,-0.072,0.002,5.17
129,124.8,Raisel Iglesias,RP,,,,,,,,,64.8,0.668,0.0,0.738,1.257,-0.451,-0.011,-0.295,5.14
130,140.0,Taylor Ward,OF,505.0,1.002,1.086,1.012,-0.323,1.158,-0.196,0.413,,,,,,,,,5.1
131,180.1,Shota Imanaga,SP,,,,,,,,,172.5,0.55,0.681,1.027,0.0,0.0,0.048,-0.282,5.09
132,219.4,Trevor Story,SS,535.0,0.747,0.728,0.873,1.645,0.076,0.055,-0.025,,,,,,,,,5.04
133,257.7,Hunter Gaddis,RP,,,,,,,,,64.8,0.324,0.0,0.387,-0.67,2.579,0.212,-0.052,5.03
134,185.9,Jakob Marsee,OF,473.0,0.651,-0.052,0.186,3.385,1.371,-0.646,-0.878,,,,,,,,,4.94
135,85.7,Will Smith,C,414.0,0.615,0.588,0.804,-0.525,0.975,0.555,0.981,,,,,,,,,4.91
136,194.7,Mike Trout,OF,447.0,0.889,1.26,0.734,-0.474,1.585,-0.746,0.741,,,,,,,,,4.9
137,205.3,Xavier Edwards,2B/SS,477.0,0.598,-0.854,0.007,2.2,0.626,2.057,-0.681,,,,,,,,,4.86
138,251.4,Royce Lewis,3B,463.0,0.53,0.924,0.848,0.371,0.268,0.205,0.763,,,,,,,,,4.8
139,136.7,Agustin Ramirez,C,481.0,0.583,0.783,0.804,0.711,0.285,0.155,0.566,,,,,,,,,4.78
140,258.4,Camilo Doval,RP,,,,,,,,,64.8,0.895,0.0,0.855,-0.188,0.761,-0.128,0.137,4.73
141,101.7,David Bednar,RP,,,,,,,,,53.9,0.452,0.0,0.27,2.22,-1.178,-0.229,-0.322,4.73
142,259.9,Lucas Erceg,RP,,,,,,,,,64.8,0.447,0.0,0.855,-0.67,1.609,-0.072,0.002,4.72
143,247.1,Ryan Walker,RP,,,,,,,,,64.8,0.639,0.0,0.738,1.257,-0.815,-0.244,-0.241,4.71
144,158.8,MacKenzie Gore,SP,,,,,,,,,160.2,1.108,0.657,0.448,0.0,0.0,-0.115,0.021,4.71
145,183.9,Bryan Reynolds,OF,534.0,0.992,0.674,0.833,-0.235,0.818,0.405,0.303,,,,,,,,,4.66
146,55.0,Nico Hoerner,2B,477.0,0.551,-0.583,0.288,1.783,0.063,1.957,-0.331,,,,,,,,,4.58
147,242.7,Willson Contreras,1B,461.0,0.729,0.891,0.917,-0.373,0.774,0.105,0.631,,,,,,,,,4.51
148,260.0,Blake Treinen,RP,,,,,,,,,64.8,0.737,0.0,0.855,-0.67,1.246,-0.031,0.002,4.49
149,246.0,Carlos Correa,SS/3B,490.0,0.757,0.501,0.84,-0.815,0.739,1.106,0.522,,,,,,,,,4.48
150,174.6,Jeff Hoffman,RP,,,,,,,,,58.3,0.772,0.0,0.387,1.739,-1.178,-0.168,-0.295,4.46
151,190.9,Luis Arraez,1B,550.0,0.977,-0.67,0.278,0.308,-0.094,2.908,-0.09,,,,,,,,,4.44
152,134.4,Matt Chapman,3B,494.0,0.683,0.837,0.954,0.144,1.363,-0.496,0.107,,,,,,,,,4.41
153,250.3,Xander Bogaerts,SS,476.0,0.502,0.013,0.552,0.837,0.451,1.206,0.019,,,,,,,,,4.4
154,256.3,Ezequiel Tovar,SS,508.0,0.729,0.588,0.72,0.207,-0.207,0.956,0.588,,,,,,,,,4.4
155,236.8,Munetaka Murakami,3B,461.0,0.676,1.314,0.866,0.055,1.45,-1.147,0.347,,,,,,,,,4.37
156,255.6,Seranthony Dominguez,RP,,,,,,,,,58.3,0.442,0.0,0.152,0.486,1.124,0.024,0.056,4.34
157,97.8,Ozzie Albies,2B,496.0,0.672,0.425,0.785,0.346,0.364,0.655,0.26,,,,,,,,,4.31
158,120.9,Brandon Woodruff,SP,,,,,,,,,157.7,0.752,0.539,0.41,0.0,0.0,-0.094,-0.282,4.24
159,247.8,Adolis Garcia,OF,488.0,0.601,1.108,0.997,0.446,0.198,-0.446,0.544,,,,,,,,,4.24
160,117.8,Salvador Perez,C/1B,487.0,0.629,1.194,1.22,-0.84,-0.273,0.555,0.959,,,,,,,,,4.23
161,149.7,Emilio Pagan,RP,,,,,,,,,64.8,0.683,0.0,0.621,1.257,-0.451,0.197,-0.16,4.23
162,102.9,Nathan Eovaldi,SP,,,,,,,,,154.0,0.418,0.586,0.564,0.0,0.0,-0.215,-0.282,4.22
163,208.1,Brendan Donovan,2B,492.0,0.931,-0.084,0.387,-0.121,0.77,1.306,0.194,,,,,,,,,4.16
164,252.1,Robert Garcia,RP,,,,,,,,,58.3,0.368,0.0,0.387,0.775,0.397,-0.113,0.002,4.16
165,257.1,Masyn Winn,SS,549.0,0.853,0.219,0.658,0.598,0.469,0.655,-0.068,,,,,,,,,4.16
166,146.2,Nolan McLean,SP,,,,,,,,,160.6,0.439,0.633,0.95,0.0,0.0,-0.179,0.173,4.14
167,180.7,Robbie Ray,SP,,,,,,,,,169.4,0.96,0.562,0.603,0.0,0.0,0.111,-0.004,4.12
168,145.5,Tanner Bibee,SP,,,,,,,,,172.5,0.704,0.728,0.641,0.0,0.0,0.069,-0.004,4.1
169,258.6,David Peterson,SP,,,,,,,,,163.5,0.264,0.705,1.105,0.0,0.0,-0.2,0.274,4.09
170,222.3,Luis Garcia Jr.,2B,427.0,0.214,0.176,0.515,0.686,-0.321,1.356,0.675,,,,,,,,,4.06
171,146.7,Zac Gallen,SP,,,,,,,,,169.4,0.584,0.61,0.912,0.0,0.0,0.084,0.046,4.04
172,227.8,Luis Robert Jr.,OF,458.0,0.402,0.609,0.595,2.414,0.185,-0.696,-0.222,,,,,,,,,4.04
173,191.8,Brandon Lowe,2B,483.0,0.803,1.119,0.782,-0.348,0.495,-0.196,0.631,,,,,,,,,4.04
174,180.8,Jack Flaherty,SP,,,,,,,,,160.2,0.912,0.586,0.294,0.0,0.0,-0.089,-0.055,3.95
175,259.9,Kevin Ginkel,RP,,,,,,,,,64.8,0.491,0.0,0.738,0.005,0.761,-0.016,0.083,3.94
176,186.2,Ceddanne Rafaela,2B/OF,474.0,0.47,0.284,0.603,1.38,-0.395,0.605,0.26,,,,,,,,,3.94
177,90.7,Sonny Gray,SP,,,,,,,,,154.8,0.619,0.681,0.294,0.0,0.0,-0.173,-0.156,3.93
178,246.4,Wilyer Abreu,OF,391.0,0.36,0.588,0.544,0.043,0.704,0.155,0.806,,,,,,,,,3.93
179,240.1,Jac Caglianone,OF,444.0,0.534,0.848,0.785,-0.525,0.211,0.455,0.872,,,,,,,,,3.91
180,231.7,Otto Lopez,2B/SS,502.0,0.537,-0.171,0.409,1.102,0.307,1.256,-0.287,,,,,,,,,3.87
181,179.9,Bryson Stott,2B,448.0,0.441,-0.095,0.332,1.683,0.53,0.605,-0.353,,,,,,,,,3.86
182,148.6,Ranger Suarez,SP,,,,,,,,,163.5,0.257,0.847,0.68,0.0,0.0,-0.147,0.046,3.85
183,200.0,Kyle Stowers,OF,487.0,0.69,0.945,0.855,-0.361,0.861,-0.296,0.413,,,,,,,,,3.82
184,241.8,Daylen Lile,OF,455.0,0.388,-0.16,0.453,0.711,0.024,1.206,0.478,,,,,,,,,3.81
185,249.0,TJ Friedl,OF,477.0,0.97,0.23,0.325,0.459,1.014,0.255,-0.156,,,,,,,,,3.8
186,258.5,Nolan Schanuel,1B,418.0,0.473,0.089,0.34,-0.247,1.022,1.156,0.216,,,,,,,,,3.75
187,244.0,Kerry Carpenter,OF,447.0,0.562,1.043,0.822,-0.588,-0.024,0.255,0.959,,,,,,,,,3.72
188,238.3,Chandler Simpson,OF,397.0,0.022,-1.092,-0.355,3.965,-0.321,1.907,-1.096,,,,,,,,,3.72
189,112.8,Ryan Pepiot,SP,,,,,,,,,163.2,0.925,0.539,0.294,0.0,0.0,0.048,-0.08,3.66
190,237.0,Alec Bohm,3B,479.0,0.512,0.122,0.804,-0.563,0.15,1.506,0.435,,,,,,,,,3.64
191,133.7,Adley Rutschman,C,447.0,0.676,0.393,0.687,-0.764,1.114,0.455,0.391,,,,,,,,,3.63
192,227.1,Noelvi Marte,3B/OF,420.0,0.345,0.338,0.424,0.749,-0.138,0.555,0.675,,,,,,,,,3.62
193,252.5,Adrian Morejon,RP,,,,,,,,,64.8,0.506,0.0,0.738,-0.67,0.882,-0.204,-0.106,3.61
194,99.1,Kyle Bradish,SP,,,,,,,,,148.2,0.503,0.491,0.333,0.0,0.0,-0.221,-0.181,3.53
195,211.4,Spencer Torkelson,1B,496.0,0.732,1.086,1.008,-0.651,1.297,-0.896,0.281,,,,,,,,,3.51
196,119.7,Tyler Glasnow,SP,,,,,,,,,133.7,0.503,0.16,0.487,0.0,0.0,-0.284,-0.282,3.51
197,152.4,Yainer Diaz,C,448.0,0.388,0.598,0.771,-0.689,-0.513,1.306,0.959,,,,,,,,,3.46
198,248.6,Brenton Doyle,OF,474.0,0.406,0.436,0.548,1.443,0.024,0.055,-0.134,,,,,,,,,3.41
199,246.3,Addison Barger,3B/OF,460.0,0.633,0.62,0.782,-0.424,0.495,0.005,0.653,,,,,,,,,3.4
200,257.7,Kyle Manzardo,1B,417.0,0.466,0.967,0.785,-0.676,0.678,-0.496,1.047,,,,,,,,,3.4
201,194.8,Jackson Holliday,2B,416.0,0.697,0.046,0.179,0.837,0.73,0.205,0.019,,,,,,,,,3.33
202,159.7,Nick Lodolo,SP,,,,,,,,,157.7,0.58,0.586,0.294,0.0,0.0,-0.016,-0.156,3.33
